index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"18992,10.5,21822,1199,Founders Imperial Stout,Russian Imperial Stout,5.0,4.5,3.5,4.5,4.5,""A - Like friggin clumpy oil into the glass. Opaque and then some. Dark mocha head, reduces to ring. Lacing is thick, almost gooey. It's going to be hard to clean this glass...		S - Roasty malt, solid cocoa underbelly, lots of coffee. Bitter and sweet and powdery.		T - Wow. Gigantic cocoa presence. Huge coffee and huge toasted malt. Overload. Danger Danger Danger.		M - Very heavy, thick, wonderful. Awesome balance, as something so heavy handed could have come out cloying or nastily bitter. It's quite the knack that it came out so balanced.		D - I like it, but man, too boozy and the coating glues itself to your mouth. I bet I wake up tasting it."",""{'min': 42, 'hour': 5, 'mday': 4, 'sec': 39, 'year': 2009, 'wday': 2, 'mon': 3, 'isdst': 0, 'yday': 63}"",1236145359,,,,Male,srandycarter";;;;;;;;;;;;
"44533,4.4,429,1,Pilsner Urquell,Czech Pilsener,5.0,5.0,5.0,5.0,5.0,""One of the most perfect beers ever made in the world.		Alas, its never as good in the bottle as it is	right at the brewery.		If you're buying this beer in the bottle, get it from	an unopened case, and never expose it to any light	(or as little as possible)."",""{'min': 3, 'hour': 7, 'mday': 28, 'sec': 7, 'year': 2007, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 362}"",1198825387,1505225048.0,""Apr 1, 1967"",-86889600.0,Male,horseblanket";;;;;;;;;;;;
"37152,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,3.0,4.0,2.0,3.0,2.0,""Black Sheep Riggwelter		G- INAO Tasting Glass		A- Bright, clear amber-brown. Heavy persistent lace.		S- Inviting aroma of malt. Hint of metallic minerals, stone.		T- Thin malty flavor with dominant hoppiness. Touch of apricot, peach. Bitterness too far forward of maltiness. Thin, empty, watery finish. Fails to entice.		M- Insufficient viscosity/gravity to hold interest for long. Thin on substance.		Serving- 12oz bottle."",""{'min': 18, 'hour': 1, 'mday': 14, 'sec': 5, 'year': 2010, 'wday': 3, 'mon': 1, 'isdst': 0, 'yday': 14}"",1263431885,,,,,WhiteOak";;;;;;;;;;;;
"1168,3.5,436,163,Amstel Light,Light Lager,2.5,2.0,1.5,2.0,1.5,""As much as I would like to believe this is better then BMC Light, it isn't. Simply add an off-putting skunky import wang to any typical light beer and you have Amstel Light. Yes, I know the skunkiness is the unique component to all those """"great"""" import lagers, but Amstel is just plain worthless. At least with Bud Miller Coors you get a beer over 4% ABV. And to pay a premium for this stuff? Nah."",""{'min': 46, 'hour': 20, 'mday': 19, 'sec': 49, 'year': 2006, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 170}"",1150750009,,,,,Gruntlumber";;;;;;;;;;;;
"25634,6.6,16074,1199,Founders Red's Rye PA,Rye Beer,4.5,4.0,4.0,4.0,4.5,""Poured from a 12oz bottle into a stein.		A: Pours a nice garnet red with a two finger head.		S: Hops, rye and caramel.		T: The hops hit you first";" piney and citusy. The rye follows, sour and muted grain. Tasty!		D: Very drinkable! It has a crisp sneaky taste and a sneaky ABV.		Overall: A great example of the style. A classic and another home run from Founders. I'ts about tied with Cane and Ebel for the title of best rye beer in my book. Great brew!"",""{'min': 38, 'hour': 2, 'mday': 12, 'sec': 13, 'year': 2010, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 316}"",1289529493,,,,,JohnnyChicago";;;;;;;;;;;
"45381,4.5,48301,18012,Oatmeal Ellie,Oatmeal Stout,4.0,4.0,2.5,2.5,2.5,""Thanks again to the Market of Choice for stocking this beer. It's a very dark brown color that could almost be black. There is a nice aroma of oats. I wasn't too fond of the taste. It seemed somewhat bitter, but it also may have been from a bad batch as well. I probably wouldn't try this beer again, but I would like to try other Seven Brides beers."",""{'min': 55, 'hour': 7, 'mday': 22, 'sec': 51, 'year': 2010, 'wday': 6, 'mon': 8, 'isdst': 0, 'yday': 234}"",1282463751,,,,,bradleyp";;;;;;;;;;;;
"11275,3.8,17094,9020,Onward Irish Stout,Irish Dry Stout,4.0,3.0,4.0,3.0,3.5,""This beer is extremely dark. No light getting through. The head is very creamy and mocha color with small bubbles. On the nose I get some roasted characters. Almost smoky, but not quiet, maybe a slight charred note. The taste is coffee, roasted malts, and that charred note again. It's pretty creamy so they all just hit you at the same time, and leave you with a dry palate. I'm getting some coffee bitterness that is lingering for a while. 		Overall this is a very nice session-able stout, and it's even better on NITRO!!!"",""{'min': 6, 'hour': 5, 'mday': 24, 'sec': 40, 'year': 2011, 'wday': 5, 'mon': 12, 'isdst': 0, 'yday': 358}"",1324703200,,,,,Jenkster4";;;;;;;;;;;;
"41908,4.3,29145,263,Aecht Schlenkerla Helles Lagerbier,Munich Helles Lager,4.0,4.0,4.5,4.0,4.0,""had this at chef paul's served in it's own glassware and i couldn't stop drinking it. appearance is your typical helles lager, very light straw in color with perfect clarity and a nice creamy white head and lacing that coats throughout. aroma is nice-some sweet doughy/bready malts, light grassy and spicy hops, and just a hint of light smoke providing an interesting twist. taste is nicely balanced with the sweet malts finishing clean with a light, smooth bitterness. creamy, frothy mouthfeel that feels a bit bigger than it's abv would suggest. very drinkable and a really nice session beer-interesting and with a low abv."",""{'min': 38, 'hour': 19, 'mday': 8, 'sec': 29, 'year': 2008, 'wday': 6, 'mon': 6, 'isdst': 0, 'yday': 160}"",1212953909,,,,,MrMcGibblets";;;;;;;;;;;;
"15391,10.6,47658,1199,Founders CBS Imperial Stout,American Double / Imperial Stout,4.5,4.5,4.0,4.0,4.5,""I had this on tap at the Founders brewpub, my first choice after looking at a chalkboard full of good choices. Dark brown-to-black color with a thin mocha colored foam. The beer smelled like fresh Breakfast Stout, lots of coffee and malty sweetness with a hint of maple syrup (much less maple than I expected). The beer tastes the same as Breakfast Stout too, again with just a little maple. Delicious and addictive. Based on everything I've heard (and now tasted) I'd say this is almost identical to regular Breakfast Stout, a very close variant."",""{'min': 9, 'hour': 0, 'mday': 7, 'sec': 45, 'year': 2009, 'wday': 6, 'mon': 6, 'isdst': 0, 'yday': 158}"",1244333385,,,,,TurdFurgison";;;;;;;;;;;;
"30004,7.2,5441,1199,Founders Centennial IPA,American IPA,4.0,4.0,4.0,3.5,4.5,""Bottle poured into pint glass		Appearance: golden amber with a thick head that sticks around.		Smell: Typical citrus/pine scent of a dry hopped beer. Notes of earth as well.		Taste: crunchy caramel, amber malts with moderate bitterness and a strong hop presence. I like the imbalance in this IPA: strong hop flavor, but not too much bitterness along with an interesting malt profile."",""{'min': 12, 'hour': 22, 'mday': 11, 'sec': 20, 'year': 2011, 'wday': 4, 'mon': 2, 'isdst': 0, 'yday': 42}"",1297462340,947945047.0,""Nov 27, 1984"",470390400.0,Male,wmtxbb";;;;;;;;;;;;
"44324,4.4,429,1,Pilsner Urquell,Czech Pilsener,4.0,3.5,3.5,3.0,4.0,12 Ounce green bottle		Appearance: Clear gold color with good head and lacing		Smell: When the bottle was opened there was a very strong bitter yeasty smell. Once in the glass the smell changed to more of a citrus orange rind type smell.		Taste: A bitter hoppy taste is initially present that fades a little into a less pronounced taste. Then comes the bitterness again as an after taste that lingers for a while. It is not as strong of a taste as expected by the smell.,""{'min': 51, 'hour': 1, 'mday': 29, 'sec': 2, 'year': 2009, 'wday': 3, 'mon': 1, 'isdst': 0, 'yday': 29}"",1233193862,995814247.0,""May 23, 1983"",422521200.0,Male,ruckus232";;;;;;;;;;;;
"43411,5.2,1018,263,Aecht Schlenkerla Rauchbier Weizen,Rauchbier,4.0,3.5,4.5,5.0,4.5,""On-tap at Churchkey, from notes.		A - Dark amber-brown";" a little cloudy with a thick, cream-colored head and ok lacing.		S - Smokey with a malt background. Nothing too noticeable or overpowering.		T - Taste of smoked and roasted malts...definitely smokey. It's a simple taste, but delightful nonetheless.		M - Very easy drinking. Smooth with a thin to medium body. Excellent carbonation. One of the easiest drinking beers I've ever had.		O - An enjoyable and easy drinking rauchbier...for the style, this is extremely well done."",""{'min': 43, 'hour': 1, 'mday': 29, 'sec': 50, 'year': 2011, 'wday': 1, 'mon': 11, 'isdst': 0, 'yday': 333}"",1322531030,,,,,WMEugene";;;;;;;;;;;
"18286,10.5,21822,1199,Founders Imperial Stout,Russian Imperial Stout,4.0,4.0,4.5,4.0,4.0,""Appearance: Pours a motor oil black, with an almost non-existent head. Deep brown/black color.		Aroma: Can smell the malt and alcohol sweetness from 2 feet away! Toasted malt, coffe and chocolate on the nose.		Taste: Good balance of the malt, tones of coffee and alcohol. Very well done.		Mouthfeel: Rich and coating. Alcohol is in check thanks to lots of malt and some hops. 		Drinkability: Not an everyday brew, but great for a cool, autumn evening. I like this one a lot."",""{'min': 4, 'hour': 17, 'mday': 25, 'sec': 28, 'year': 2003, 'wday': 5, 'mon': 10, 'isdst': 0, 'yday': 298}"",1067101468,1315231447.0,""Apr 8, 1973"",103104000.0,,winomark";;;;;;;;;;;;
"46316,5.0,1550,394,Stoudts American Pale Ale,American Pale Ale (APA),4.0,3.0,4.0,4.0,3.5,Poured from a 12oz bottle into a pint glass.		A: Pours a clear and quite still orange amber. Nice two finger head that is slightly off-white in color. Excellent lacing.		S: Fruity citrus hops dominate as well as a slightly off-putting soapy aroma. Slightly funky malt aroma		T: Bitter piney tasting hops (strange how they smell fruity and taste like pine). Lightly toasted malt and that aforementioned soapiness.		M: Bitter but the malt keeps that in check. Nice.		D: Quite drinkable. I'd like to try a fresher sample someday.,""{'min': 51, 'hour': 1, 'mday': 14, 'sec': 50, 'year': 2007, 'wday': 2, 'mon': 11, 'isdst': 0, 'yday': 318}"",1195005110,,,,,GbVDave";;;;;;;;;;;;
"3420,10.5,57110,14879,D.O.R.I.S. The Destroyer Double Imperial Stout,Russian Imperial Stout,4.5,4.0,4.5,4.5,4.5,""A- basically opaque with real dark khaki head		S- so rich and complex, ranging from dark fruits, milk chocolate, roasty coffee, caramel, and molasses 		T- even better than it smelled. classic dark fruits dipped in chocolate. evolving and layered, with complements of toffee, sweet bread, and burnt chocolate. slight bitterness on the finish keeps things nice and dry, perfect sweetness		M- very creamy and coating		O- real hard to beat this RIS, perfect balance between sweet, dry, and roasty. will definitely seek this one out again."",""{'min': 50, 'hour': 21, 'mday': 13, 'sec': 35, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 347}"",1323813035,,,,,DrewZ926";;;;;;;;;;;;
"40933,5.2,7167,1315,Weltenburger Kloster Winter-Traum,MÃ¤rzen / Oktoberfest,4.0,4.0,4.0,4.0,3.5,""500 ml bottle pours a hazy copper color with a small off white head that leaves some lacing in my glass. Sweet bready, caramel aromas, light grainy, nutty, caramel flavors, finishes clean and dry. Light to medium bodied with a crisp and carbonated mouthfeel, very nice"",""{'min': 1, 'hour': 1, 'mday': 3, 'sec': 52, 'year': 2006, 'wday': 4, 'mon': 2, 'isdst': 0, 'yday': 34}"",1138928512,,,,,maxpower";;;;;;;;;;;;
"11944,7.5,64848,24447,Li'l Napoleon,American IPA,4.0,4.0,4.0,4.0,4.0,""Pours a clear copper color with a thick white head that fades slowly and leaves sticky lacing.		The aroma is of caramel, toasted bread, melon, floral hops, and citrus.		The flavor tends toward melon, pineapple and orange with some floral honey suckle notes and orange blossom. 		Good balance, slightly watery		Overall, good beer."",""{'min': 48, 'hour': 2, 'mday': 15, 'sec': 55, 'year': 2011, 'wday': 3, 'mon': 9, 'isdst': 0, 'yday': 258}"",1316054935,,,,,JayS2629";;;;;;;;;;;;
"24726,6.9,23474,1199,Founders RÃ¼bÃ¦us,Fruit / Vegetable Beer,4.0,4.0,3.5,3.5,3.5,""Aroma is definitely raspberries, but the taste came across as a nice balance of raspberries and malt. I did not find this to be too syrupy at all although there is more than a hint of the berries in the taste. Still, finishes somewhat dry and tart. Excellent fruit beer."",""{'min': 17, 'hour': 0, 'mday': 5, 'sec': 20, 'year': 2011, 'wday': 1, 'mon': 7, 'isdst': 0, 'yday': 186}"",1309825040,1868018648.0,""Oct 2, 1955"",-449683200.0,Male,jcurtis55";;;;;;;;;;;;
"45459,9.4,12982,2098,Triple,Tripel,3.0,3.0,1.0,1.5,1.5,""I had a four ounce sample at the 2007 Oregon Brewers Festival. It was billed as a """"Belgium-style Tipel"""" so I made it the first beer sampled among the 70 or so available at the festival. I and my drinking buddy were sorely disappointed. It was more of a tripple IPA that was so hopped up that it sucked the joy out of my mouth. Of the 42 beer sampled during our visit to the festival it received our worst rating.		A: It was a bright gold with a tinge of orange. An abundant head that quickly disappeared leaving no lacing (not necessarily the fault of the beer given the plastic mugs used to serve beer at the festival). 		S: It smelled of freshly mowed grass...very green and hoppy. I could detect (barely) a hint of malty sweetness. But it was buried under the mountain of hops.		T: If a beer could suck the life out of your mouth this one accomplished the task. The bitterness of the hops left a bitter residue that took severely of the following beers to wash from my mouth. The bite was definitely worse that the bark! I'm not a hop head...if I were this might be the beer for me...I have a friend that swears by TGs products and he cannot get enough IBUs crammed into his brews.		M: Ouch. But for the cool liquid I would say this was as close to a dry white wine as any beer I have every experienced. Thin and aggressively carbonated. It was like drinking a sour green apple fizzy.		D: Never again.		Comment: I rarely drinky beers with and IBU above 30 so my review is tainted by my timid palate. My main problem was the advertisement of this beer as a Belgium style Tripel...it was anything but a Tripel...except possibly a Tripple Hop Extravaganza. If you love the flavor of hops, bitter beer or a beer that bites you from the first to last sip...this beer is for you.	Orange gold color. A full-bodied triple. Malty and hoppy. Rich flavor, although very strong. Aged in oak and it taste like it. Rich mellow oak tannins. Mouthfeel is full and round. Finish is clean and crisp and slightly dry. Aftertaste is bitter. No alcohol bite despite 8.4% alcohol. Interesting beer."",""{'min': 19, 'hour': 18, 'mday': 15, 'sec': 38, 'year': 2007, 'wday': 5, 'mon': 9, 'isdst': 0, 'yday': 258}"",1189880378,1863785047.0,""Nov 20, 1955"",-445449600.0,Male,dnichols";;;;;;;;;;;;
"8620,5.6,1123,395,Dark Star Porter,English Porter,4.0,4.0,4.5,4.5,4.5,""12oz bottle obtained via trade with kmpitz2. Thanks for the opportunity... Best before May, what I assume is 05, since 02/03/04 weren't marked, and there isn't a spot for 05.		Poured into an imperial pint glass, formed a little 1/4"""" of tan head over the clear mahogany brew. Head, although diminutative, seems to stay constant, with average lacing for the style. Aroma is dark, roasty grains. Taste is dark malts, with a citrus note in the middle, then fades back to the slight coffee bitterness and chocolate sweetness battling it out. Mouthfeel is excellent, extra smooth, and the drinkability is great as well. Worth seeking out."",""{'min': 0, 'hour': 0, 'mday': 9, 'sec': 4, 'year': 2005, 'wday': 2, 'mon': 3, 'isdst': 0, 'yday': 68}"",1110326404,1378562647.0,""Apr 6, 1971"",39772800.0,Male,ppoitras";;;;;;;;;;;;
"44712,4.4,429,1,Pilsner Urquell,Czech Pilsener,4.0,3.0,4.0,4.0,3.5,""The first time I drank this, was from a green bottle and never could recover from the skunky smell. I found a single 500 ml can, so want to try again. Plus I can add the can to my collection.	Two tone gold and dark green can, """"The original pilsner from Pilsen"""". Best before date stamped on the bottom.	Shimmery golden color with a puffy white head. Decent retention, foam tightens and shrinks, but doesn't disappear, good looking lace too. 	Smell has some grassy hops, a touch of malt sweetness, and guess what - no 'green bottle skunk'.	Taste has some sweet, grain malt flavors. Lots of earthy hoppiness. Crisp and clean, what a true pilsner should be. Light (but appropriate) body and mouthfeel, moderate carbonation. Very drinkable, especially on a hot summer day. 	Long live the UV light protecting can!"",""{'min': 31, 'hour': 21, 'mday': 17, 'sec': 59, 'year': 2011, 'wday': 4, 'mon': 6, 'isdst': 0, 'yday': 168}"",1308346319,,,,,BigBry";;;;;;;;;;;;
"830,5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.0,3.5,4.0,4.0,4.0,Caldera Brewing Company--Ashland Amber--Oregon Brewed Amber Ale--2009 12 oz. Micro Can. 5.40% ABV on Can--24 IBU's. (4.25 / 5.0) 5.6% ABV on Web Page. Light sediment. Thin mild lace off white head. Pretty clear bright rich amber color. Toasted fruit malt floral hop front. Earthy cloying crusty mild sweet toasted caramel fruit doughy body. Smooth cloying malty eartthy mild hop spice clean end. Nice. Sampled 8/18/2009. 6-Pack $10.99.,""{'min': 47, 'hour': 4, 'mday': 26, 'sec': 39, 'year': 2010, 'wday': 0, 'mon': 7, 'isdst': 0, 'yday': 207}"",1280119659,1678716248.0,""Oct 1, 1961"",-260380800.0,Male,philbertk";;;;;;;;;;;;
"27054,5.4,4073,1199,Founders Pale Ale,American Pale Ale (APA),4.5,4.0,4.5,4.5,5.0,""Had this one on tap up north.		A: 2 finger ecru head. Hazy golden amber color. Decent lacing and really nice head retention. Half a finger all the way down.		S: Spicy, hoppy, and fresh, very nice!		T: The Cascade hops are awesome with their piny-grapefruity kind bud pow intermingled with a nice maltiness. This brew is A-one and on draft it is AA-one.		M: Very nice pretty near full body on her.		D: This only gets better as it warms in your glass. I drank my first one quick, but I let the second sit around a bit and just sipped on her. The flavor really gets going when you let it warm a bit. Great BREW!"",""{'min': 19, 'hour': 0, 'mday': 27, 'sec': 35, 'year': 2008, 'wday': 3, 'mon': 11, 'isdst': 0, 'yday': 332}"",1227745175,,,,Male,baos";;;;;;;;;;;;
"8389,8.5,29687,395,Jefferson's Reserve Bourbon Barrel Stout,American Double / Imperial Stout,4.0,4.0,4.5,3.5,4.0,""sent my way by gpcollen1. thanks for the opportunity. My first from the state of Kentucky I believe.		Pours a deep black with a bit of reddish tint if I'm seeing this correctly. Frothy marshmellow looking one finger toffee colored head. Retention hugs the edges of the glass and a dollop of cream in the center. Frothy lacing. Roasted malt that has been stuck in a mesh net and dragged through woody bourbon. Caramel and chocolate notes are also present. Subtle hints of vanilla.		Roasted and smoked malt notes. Chocolate and caramel sweetness. Strong hints of vanilla and wood chips--bourbon notes follow the vanilla and wood. A tad thin in my opinion, but that doesn't take away from the flavors and actually makes it more drinkable. It's actually slightly dry with a relatively crisp finish. Nice and mellow. Very easy drinking flavorful double stout."",""{'min': 43, 'hour': 22, 'mday': 20, 'sec': 53, 'year': 2007, 'wday': 1, 'mon': 3, 'isdst': 0, 'yday': 79}"",1174430633,,,,,bjohnson";;;;;;;;;;;;
